original_id	matched_id	similarity_score	notes
2QGZ-A	2qgz_A	NA	Stage 1
2QHS-A	2qhs_A	NA	Stage 1
2QIC-A	2qic_A	NA	Stage 1
2QJ8-A	2qj8_A	NA	Stage 1
2QKO-A	2qko_A	NA	Stage 1
2QLW-A	2qlw_A	NA	Stage 1
2QMU-B	2qmu_B	NA	Stage 1
2QNO-A	1f9d_A	NA	Stage 2
2QNW-A	2qnw_A	NA	Stage 1
2QO6-A	2qo6_A	NA	Stage 1
2QQD-B	2qqd_B	NA	Stage 1
2R0J-A	2r0j_A	NA	Stage 1
2R0X-A	2r0x_A	NA	Stage 1
2R2I-A	2r2i_A	NA	Stage 1
2R44-A	2r44_A	NA	Stage 1
2R5J-A	2r5j_A	NA	Stage 1
2R6F-A	2r6f_A	NA	Stage 1
2R6Z-A	2r6z_A	NA	Stage 1
2R80-B	2r80_B	NA	Stage 1
2R8R-A	2r8r_A	NA	Stage 1
2RDH-A	2rdg_A	NA	Stage 2
2RDY-A	2rdy_A	NA	Stage 1
2REM-A	2rem_A	NA	Stage 1
2REX-B	2rex_B	NA	Stage 1
2RIO-A	2rio_A	NA	Stage 1
2RIR-A	2rir_A	NA	Stage 1
2RKF-A	2rkf_A	NA	Stage 1
2RM4-A	2rm4_A	NA	Stage 1
2RM8-A	2rm8_A	NA	Stage 1
2ROB-A	2rob_A	NA	Stage 1
2ROK-A	1whv_A	NA	Stage 2
2RQ1-A	2rq1_A	NA	Stage 1
2RSQ-A	2rsq_A	NA	Stage 1
2RTT-A	2rtt_A	NA	Stage 1
2RU1-A	2ru1_A	NA	Stage 1
2SAS-A	2sas_A	NA	Stage 1
2UUL-D	2uul_D	NA	Stage 1
2UUQ-A	2uuq_A	NA	Stage 1
2UWF-A	2uwf_A	NA	Stage 1
2UWR-A	2uwr_A	NA	Stage 1
2UY1-A	2uy1_A	NA	Stage 1
2V0O-A	2v0o_A	NA	Stage 1
2V3B-A	2v3a_A	NA	Stage 2
2V4E-A	2v4e_A	NA	Stage 1
2V5J-A	2v5j_A	NA	Stage 1
2V5O-A	2v5o_A	NA	Stage 1
2V95-A	2v95_A	NA	Stage 1
2VAC-A	2vac_A	NA	Stage 1
2VAU-A	1bk0_A	NA	Stage 2
2VC6-A	2vc6_A	NA	Stage 1
2VE7-C	2ve7_C	NA	Stage 1
2VFS-A	2vfr_A	NA	Stage 2
2VHL-A	2vhl_A	NA	Stage 1
2VI6-A	2vi6_A	NA	Stage 1
2VLD-A	2vld_A	NA	Stage 1
2VLV-A	2vlt_A	NA	Stage 2
2VNF-A	2vnf_A	NA	Stage 1
2VW9-A	2vw9_A	NA	Stage 1
2VY1-A	2vy1_A	NA	Stage 1
2VYT-A	1oi1_A	NA	Stage 2
2W0N-A	2w0n_A	NA	Stage 1
2W2L-A	2w2k_A	NA	Stage 2
2W6E-A	2w6e_A	NA	Stage 1
2W82-A	2w82_A	NA	Stage 1
2W88-A	2w88_A	NA	Stage 1
2W8X-A	2w8x_A	NA	Stage 1
2WA9-A	2w9r_A	NA	Stage 2
2WAM-A	2wam_A	NA	Stage 1
2WCY-A	2wcy_A	NA	Stage 1
2WCZ-A	2wcz_A	NA	Stage 1
2WDA-A	2wco_A	NA	Stage 2
2WE4-A	1b7b_A	NA	Stage 2
2WFI-A	2wfi_A	NA	Stage 1
2WHD-A	2whd_A	NA	Stage 1
2WIM-A	2wim_A	NA	Stage 1
2WJG-A	2wjg_A	NA	Stage 1
2WNR-A	2wnr_A	NA	Stage 1
2WNR-B	2wnr_B	NA	Stage 1
2WQL-A	2wql_A	NA	Stage 1
2WRH-I	2wrh_I	NA	Stage 1
2WRT-A	2wrt_A	NA	Stage 1
2WS9-2	2ws9_2	NA	Stage 1
2WSC-4	2wsc_4	NA	Stage 1
2WSC-L	2wsc_L	NA	Stage 1
2WST-A	2wst_A	NA	Stage 1
2WT9-A	2wt9_A	NA	Stage 1
2WU8-A	2wu8_A	NA	Stage 1
2WV6-D	2wv6_D	NA	Stage 1
2WY4-A	2wy4_A	NA	Stage 1
2X2N-A	2x2n_A	NA	Stage 1
2X3A-A	2x3a_A	NA	Stage 1
2X3E-A	2x3e_A	NA	Stage 1
2X4K-A	2x4k_A	NA	Stage 1
2X5F-A	2x5f_A	NA	Stage 1
2X8A-A	2x8a_A	NA	Stage 1
2X9L-A	2x9l_A	NA	Stage 1
2XDQ-A	2xdq_A	NA	Stage 1
2XED-A	2xed_A	NA	Stage 1
2XHL-B	2xhl_B	NA	Stage 1
2XHZ-A	2xhz_A	NA	Stage 1
2XIG-A	2xig_A	NA	Stage 1
2XN5-A	2xn5_A	NA	Stage 1
2XPJ-A	1e57_A	NA	Stage 2
2XQ1-A	2xq1_A	NA	Stage 1
2XQC-A	2xm3_A	NA	Stage 2
2XQN-T	2xqn_T	NA	Stage 1
2XT4-A	2xt4_A	NA	Stage 1
2XTS-B	2xts_B	NA	Stage 1
2XV7-A	2xv7_A	NA	Stage 1
2XXS-A	2xxs_A	NA	Stage 1
2XZT-A	2xzd_A	NA	Stage 2
2Y0O-A	2y0o_A	NA	Stage 1
2Y31-A	2y2z_A	NA	Stage 2
2Y43-A	2y43_A	NA	Stage 1
2Y4I-B	2y4i_B	NA	Stage 1
2Y69-F	2y69_F	NA	Stage 1
2Y8V-A	2y8v_A	NA	Stage 1
2Y8Y-A	2y8w_A	NA	Stage 2
2YBB-7	2fug_7	NA	Stage 2
2YEV-B	2yev_B	NA	Stage 1
2YFK-A	2yfk_A	NA	Stage 1
2YIU-B	2yiu_B	NA	Stage 1
2YIZ-A	2yiz_A	NA	Stage 1
2YJG-A	2yjg_A	NA	Stage 1
2YKS-A	2yks_A	NA	Stage 1
2YNM-A	2ynm_A	NA	Stage 1
2YNP-A	2ynp_A	NA	Stage 1
2YQG-A	2yqg_A	NA	Stage 1
2YQJ-A	2yqc_A	NA	Stage 2
2YSZ-A	2ysz_A	NA	Stage 1
2YU3-A	2yu3_A	NA	Stage 1
2YUF-A	2yuf_A	NA	Stage 1
2YUU-A	2yuu_A	NA	Stage 1
2YW2-A	2yw2_A	NA	Stage 1
2YWK-A	2ywk_A	NA	Stage 1
2YX0-A	2yx0_A	NA	Stage 1
2YX8-A	2yx8_A	NA	Stage 1
2YYV-A	2yyv_A	NA	Stage 1
2YZL-A	2yzl_A	NA	Stage 1
2Z0N-A	2z0n_A	NA	Stage 1
2Z1E-A	2z1e_A	NA	Stage 1
2Z3F-A	2cu9_A	NA	Stage 2
2Z5C-C	2z5c_C	NA	Stage 1
2Z7X-A	2z7x_A	NA	Stage 1
2Z8U-A	2z8u_A	NA	Stage 1
2ZAH-A	2zah_A	NA	Stage 1
2ZBZ-A	2zby_A	NA	Stage 2
2ZC6-B	2zc5_B	NA	Stage 2
2ZEZ-A	2zez_A	NA	Stage 1
2ZJR-R	1nkw_S	NA	Stage 2
2ZYZ-A	2zyz_A	NA	Stage 1
2ZYZ-B	2zyz_B	NA	Stage 1
3A0G-B	3a0g_B	NA	Stage 1
3A0H-V	1izl_0	NA	Stage 2
3A0Y-A	3a0t_A	NA	Stage 2
3A10-A	3a0r_B	NA	Stage 2
3A28-C	3a28_A	NA	Stage 2
3A3J-A	3a3j_A	NA	Stage 1
3A4L-A	3a4l_A	NA	Stage 1
3A5R-A	3a5q_A	NA	Stage 2
3A5T-A	3a5t_A	NA	Stage 1
3A69-A	3a69_A	NA	Stage 1
3A6M-A	3a6m_A	NA	Stage 1
3A8J-A	3a8i_A	NA	Stage 2
3A8U-X	3a8u_X	NA	Stage 1
3AAW-B	2dtj_A	NA	Stage 2
3ABR-B	3abo_B	NA	Stage 2
3ACF-A	3acf_A	NA	Stage 1
3AD9-B	1vrq_B	NA	Stage 2
3AEH-A	3aeh_A	NA	Stage 1
3AEU-A	3aer_A	NA	Stage 2
3AJ3-A	3aj3_A	NA	Stage 1
3ALQ-R	3alq_R	NA	Stage 1
3AOI-E	2o5i_E	NA	Stage 2
3APQ-A	3apq_A	NA	Stage 1
3AU4-B	3au4_B	NA	Stage 1
3AUF-A	3auf_A	NA	Stage 1
3AXC-A	2zvn_A	NA	Stage 2
3AZC-A	3azc_A	NA	Stage 1
3AZS-A	3azr_A	NA	Stage 2
3B1S-B	3b1s_B	NA	Stage 1
3B6C-A	2opt_A	NA	Stage 2
3B6E-A	3b6e_A	NA	Stage 1
3B7N-A	3b74_A	NA	Stage 2
3BA1-A	3ba1_A	NA	Stage 1
3BAL-A	3bal_A	NA	Stage 1
3BBU-A	3bbu_A	NA	Stage 1
3BCZ-A	3bcz_A	NA	Stage 1
3BFJ-A	3bfj_A	NA	Stage 1
3BFK-A	3bfk_A	NA	Stage 1
3BGE-A	3bge_A	NA	Stage 1
3BHH-A	3bhh_A	NA	Stage 1
3BIO-A	3bio_A	NA	Stage 1
3BJA-A	3bja_A	NA	Stage 1
3BKN-A	3bkn_A	NA	Stage 1
3BKX-A	3bkx_A	NA	Stage 1
3BN0-A	3bn0_A	NA	Stage 1
3BP8-C	3bp8_C	NA	Stage 1
3BPL-B	3bpl_B	NA	Stage 1
3BRD-A	1ttu_A	NA	Stage 2
3BRW-A	3brw_A	NA	Stage 1
3BS6-A	3bs6_A	NA	Stage 1
3BSH-A	3bsh_A	NA	Stage 1
3BU7-A	3bu7_A	NA	Stage 1
3BU8-A	3bu8_A	NA	Stage 1
3BWN-A	3bwn_A	NA	Stage 1
3BWQ-A	3bwq_A	NA	Stage 1
3BX3-A	3bx3_A	NA	Stage 1
3BXY-A	3bxy_A	NA	Stage 1
3C1S-A	3c1r_A	NA	Stage 2
3C8O-A	3c8o_A	NA	Stage 1
3C8X-A	3c8x_A	NA	Stage 1
3CBG-A	3cbg_A	NA	Stage 1
3CCM-W	1ffk_T	NA	Stage 2
3CCM-Z	3cc2_Z	NA	Stage 2
3CCY-A	3ccy_A	NA	Stage 1
3CDK-A	3cdk_A	NA	Stage 1
3CFV-B	3cfs_B	NA	Stage 2
3CH8-A	3ch8_A	NA	Stage 1
3CK2-A	3ck2_A	NA	Stage 1
3CKY-A	3cky_A	NA	Stage 1
3CLR-C	1o94_C	NA	Stage 2
3CN7-A	3cn7_A	NA	Stage 1
3CNC-A	3cnc_A	NA	Stage 1
3CNZ-A	1sdm_A	NA	Stage 2
3CO8-A	3co8_A	NA	Stage 1
3CQF-A	3cqf_A	NA	Stage 1
3CRC-A	3crc_A	NA	Stage 1
3CTK-A	3ctk_A	NA	Stage 1
3CVJ-A	3cvj_A	NA	Stage 1
3CYM-A	3cym_A	NA	Stage 1
3CZ5-A	3cz5_A	NA	Stage 1
3D31-C	3d31_C	NA	Stage 1
3D3F-A	3d3f_A	NA	Stage 1
3D3T-A	3d3t_A	NA	Stage 1
3D3U-A	3d3u_A	NA	Stage 1
3D4U-A	3d4u_A	NA	Stage 1
3D6E-A	3d6e_A	NA	Stage 1
3D6X-A	3d6x_A	NA	Stage 1
3D8L-A	3d8l_A	NA	Stage 1
3DA8-A	3da8_A	NA	Stage 1
3DAP-A	1dap_A	NA	Stage 2
3DDQ-B	3ddq_B	NA	Stage 1
3DDY-A	3ddy_A	NA	Stage 1
3DEO-A	3deo_A	NA	Stage 1
3DEU-A	3deu_A	NA	Stage 1
3DFJ-A	3dfj_A	NA	Stage 1
3DHA-A	3dha_A	NA	Stage 1
3DI2-B	3di2_B	NA	Stage 1
3DKB-A	3dkb_A	NA	Stage 1
3DLC-A	3dlc_A	NA	Stage 1
3DLL-K	1nkw_L	NA	Stage 2
3DLP-X	3dlp_X	NA	Stage 1
3DMS-A	3dms_A	NA	Stage 1
3DOR-A	3dor_A	NA	Stage 1
3DUF-I	3duf_I	NA	Stage 1
3DV8-A	3dv8_A	NA	Stage 1
3DWL-A	3dwl_A	NA	Stage 1
3DZB-A	3dzb_A	NA	Stage 1
3DZD-A	3dzd_A	NA	Stage 1
3E3X-A	3e3x_A	NA	Stage 1
3E6B-A	3e5u_A	NA	Stage 2
3E7D-A	3e7d_A	NA	Stage 1
3E8J-A	3e8j_A	NA	Stage 1
3E8L-C	3e8l_C	NA	Stage 1
3E97-A	3e97_A	NA	Stage 1
3E9D-A	3e9c_A	NA	Stage 2
3E9T-A	3e9t_A	NA	Stage 1
3EAD-A	3ead_A	NA	Stage 1
3EB0-A	3eb0_A	NA	Stage 1
3EB9-A	2j0e_A	NA	Stage 2
3EBK-A	3ebk_A	NA	Stage 1
3EBX-A	1era_A	NA	Stage 2
3EC8-A	3ec8_A	NA	Stage 1
3EDI-A	3edi_A	NA	Stage 1
3EET-A	3eet_A	NA	Stage 1
3EGO-A	3ego_A	NA	Stage 1
3EGQ-A	3egq_A	NA	Stage 1
3EM4-A	3em4_A	NA	Stage 1
3EN0-A	3en0_A	NA	Stage 1
3ENU-A	3enu_A	NA	Stage 1
3EOO-A	3eoo_A	NA	Stage 1
3EQQ-B	3en1_B	NA	Stage 2
3ETC-A	3etc_A	NA	Stage 1
3EU1-A	2qu0_A	NA	Stage 2
3EW2-A	3ew1_A	NA	Stage 2
3EXA-A	2qgn_A	NA	Stage 2
3F02-A	3f02_A	NA	Stage 1
3F0Y-A	3f0y_A	NA	Stage 1
3F2I-A	3f2i_A	NA	Stage 1
3F41-A	3f41_A	NA	Stage 1
3F4L-A	3f4l_A	NA	Stage 1
3F4N-A	3f4n_A	NA	Stage 1
3F6U-L	3f6u_L	NA	Stage 1
3F7A-A	3eq2_A	NA	Stage 2
3F7W-A	3f7w_A	NA	Stage 1
3F85-A	3f85_A	NA	Stage 1
3F8P-A	3f8p_A	NA	Stage 1
3FB4-A	3fb4_A	NA	Stage 1
3FCP-A	3fcp_A	NA	Stage 1
3FDW-A	3fdw_A	NA	Stage 1
3FEW-X	3few_X	NA	Stage 1
3FF0-A	3ff0_A	NA	Stage 1
3FFD-P	3ffd_P	NA	Stage 1
3FI9-A	3fi9_A	NA	Stage 1
3FIU-A	3fiu_A	NA	Stage 1
3FK2-A	3fk2_A	NA	Stage 1
3FK8-A	3fk8_A	NA	Stage 1
3FL7-A	3fl7_A	NA	Stage 1
3FLD-A	3fld_A	NA	Stage 1
3FLO-B	3flo_B	NA	Stage 1
3FMC-A	3fmc_A	NA	Stage 1
3FNR-A	3fnr_A	NA	Stage 1
3FOT-A	3fot_A	NA	Stage 1
3FOU-A	3fou_A	NA	Stage 1
3FPN-B	3fpn_B	NA	Stage 1
3FVQ-A	3fvq_A	NA	Stage 1
3G1C-A	3g1c_A	NA	Stage 1
3G1N-A	3g1n_A	NA	Stage 1
3G2B-A	3g2b_A	NA	Stage 1
3G5Q-A	3g5q_A	NA	Stage 1
3G6S-A	3g6s_A	NA	Stage 1
3G9W-A	3g9w_A	NA	Stage 1
3GA2-A	3ga2_A	NA	Stage 1
3GBE-A	3gbd_A	NA	Stage 2
3GC0-A	3gbz_A	NA	Stage 2
3GEC-A	3gec_A	NA	Stage 1
3GEE-A	3gee_A	NA	Stage 1
3GEW-B	3gew_B	NA	Stage 1
3GG7-A	3gg7_A	NA	Stage 1
3GH6-A	3f6f_A	NA	Stage 2
3GJU-A	3gju_A	NA	Stage 1
3GK0-A	3gk0_A	NA	Stage 1
3GM8-A	3gm8_A	NA	Stage 1
3GN9-A	3gn9_A	NA	Stage 1
3GO9-A	3go9_A	NA	Stage 1
3GOC-A	3goc_A	NA	Stage 1
3GPV-A	3gpv_A	NA	Stage 1
3GSM-A	3gs6_A	NA	Stage 2
3GU2-A	3gu2_A	NA	Stage 1
3GUW-A	3guw_A	NA	Stage 1
3GVD-A	3gvd_A	NA	Stage 1
3GW2-A	2kko_A	NA	Stage 2
3GXK-A	3gxk_A	NA	Stage 1
3GYX-B	3gyx_B	NA	Stage 1
3H08-A	3h08_A	NA	Stage 1
3H0G-I	3h0g_I	NA	Stage 1
3H33-A	3h33_A	NA	Stage 1
3H3G-A	3c4m_A	NA	Stage 2
3H49-A	3h49_A	NA	Stage 1
3H6A-A	3fq4_A	NA	Stage 2
3H6X-A	3h6x_A	NA	Stage 1
3H7T-A	3h7t_A	NA	Stage 1
3H86-B	3h86_A	NA	Stage 2
3H8E-A	3h8e_A	NA	Stage 1
3H9U-A	3h9u_A	NA	Stage 1
3HCG-A	3hcg_A	NA	Stage 1
3HDH-A	3hdh_A	NA	Stage 1
3HDO-A	3hdo_A	NA	Stage 1
3HEM-A	1kpi_A	NA	Stage 2
3HGB-A	3hgb_A	NA	Stage 1
3HGM-A	3hgm_A	NA	Stage 1
3HH1-A	3hh1_A	NA	Stage 1
3HH8-A	3hh8_A	NA	Stage 1
3HI2-B	3hi2_B	NA	Stage 1
3HIM-A	3him_A	NA	Stage 1
3HIT-A	3his_A	NA	Stage 2
3HJ6-A	3hj6_A	NA	Stage 1
3HJL-A	3hjl_A	NA	Stage 1
3HKZ-A	2pmz_A	NA	Stage 2
3HM0-A	3hm0_A	NA	Stage 1
3HN3-A	1bhg_A	NA	Stage 2
3HN6-A	3hn6_A	NA	Stage 1
3HNP-A	3hnp_A	NA	Stage 1
3HQ9-A	3hq9_A	NA	Stage 1
3HQX-A	3hqx_A	NA	Stage 1
3HQY-A	3hqy_A	NA	Stage 1
3HRD-D	3hrd_D	NA	Stage 1
3HRW-A	3hrw_A	NA	Stage 1
3HRW-B	3hrw_B	NA	Stage 1
3HRZ-A	3frp_A	NA	Stage 2
3HUI-A	3hui_A	NA	Stage 1
3HUM-A	3hum_A	NA	Stage 1
3HW4-A	3hw3_A	NA	Stage 2
3HWR-A	3hwr_A	NA	Stage 1
3HYI-A	3hyi_A	NA	Stage 1
3HZG-A	3gwc_A	NA	Stage 2
3HZN-A	3hzn_A	NA	Stage 1
3HZT-A	3hzt_A	NA	Stage 1
3HZU-A	3hzu_A	NA	Stage 1
3I23-A	3i23_A	NA	Stage 1
3I26-A	3i26_A	NA	Stage 1
3I46-A	3i41_A	NA	Stage 2
3I4U-A	3i4u_A	NA	Stage 1
3I56-L	1s72_L	NA	Stage 2
3I62-A	3i5x_A	NA	Stage 2
3I6S-A	3i6s_A	NA	Stage 1
3I9V-3	2fug_3	NA	Stage 2
3IA1-A	3ia1_A	NA	Stage 1
3IAN-A	3ian_A	NA	Stage 1
3IAY-A	3iay_A	NA	Stage 1
3IBG-A	3ibg_A	NA	Stage 1
3IC9-A	3ic9_A	NA	Stage 1
3IEH-A	3ieh_A	NA	Stage 1
3IEQ-A	3f0d_A	NA	Stage 2
3IF8-A	3if8_A	NA	Stage 1
3IFE-A	3ife_A	NA	Stage 1
3IFT-A	3ift_A	NA	Stage 1
3IFZ-A	3ifz_A	NA	Stage 1
3IGZ-B	3igy_B	NA	Stage 2
3IHQ-A	3ihq_A	NA	Stage 1
3II6-A	3ii6_A	NA	Stage 1
3IJ5-A	3ij5_A	NA	Stage 1
3ILV-A	3ilv_A	NA	Stage 1
3IQW-A	3iqw_A	NA	Stage 1
3ISP-A	3isp_A	NA	Stage 1
3IU6-A	3iu6_A	NA	Stage 1
3IUG-A	3iug_A	NA	Stage 1
3IUU-A	3iuu_A	NA	Stage 1
3J1O-I	3j1o_I	NA	Stage 1
3J1S-A	1lp3_A	NA	Stage 2
3J3O-1	1ar9_1	NA	Stage 2
3J3W-U	3j3v_U	NA	Stage 2
3J42-A	3j42_A	NA	Stage 1
3J4Q-B	3j4q_B	NA	Stage 1
3J6B-0	3j6b_0	NA	Stage 1
3J7A-E	3j7a_E	NA	Stage 1
3J7A-G	3j7a_G	NA	Stage 1
3J7A-H	3j7a_H	NA	Stage 1
3J7A-Y	3j7a_Y	NA	Stage 1
3J7P-M	3j7o_M	NA	Stage 2
3J9M-A3	3j9m_A3	NA	Stage 1
3J9M-i	3j7y_i	NA	Stage 2
3J9M-L	3j7y_L	NA	Stage 2
3J9Y-3	3j7z_3	NA	Stage 2
3JAJ-6	3jaj_6	NA	Stage 1
3JAM-V	3j80_V	NA	Stage 2
3JAP-C	3j80_C	NA	Stage 2
3JAP-H	3j80_H	NA	Stage 2
3JAQ-L	3j80_L	NA	Stage 2
3JB9-D	3jb9_D	NA	Stage 1
3JB9-E	3jb9_E	NA	Stage 1
3JB9-H	3jb9_H	NA	Stage 1
3JB9-j	3jb9_j	NA	Stage 1
3JBP-A5	3jbn_A5	NA	Stage 2
3JCD-s	3j9y_s	NA	Stage 2
3JCI-A	3jci_A	NA	Stage 1
3JCR-3	3jcr_3	NA	Stage 1
3JCS-J	3jcs_J	NA	Stage 1
3JCS-Q	3jcs_Q	NA	Stage 1
3JCS-S	3jcs_S	NA	Stage 1
3JD5-P	3jd5_P	NA	Stage 1
3JD5-R	3jd5_R	NA	Stage 1
3JS9-A	3js9_A	NA	Stage 1
3JST-A	3jst_A	NA	Stage 1
3JTG-A	3jtg_A	NA	Stage 1
3JTJ-A	3jtj_A	NA	Stage 1
3JUN-A	3b4o_A	NA	Stage 2
3JYU-A	3jyu_A	NA	Stage 1
3JZV-A	3jzv_A	NA	Stage 1
3K0W-A	3k0w_A	NA	Stage 1
3K1D-A	3k1d_A	NA	Stage 1
3K1R-B	3k1r_B	NA	Stage 1
3K29-A	3k29_A	NA	Stage 1
3K4P-A	3k4p_A	NA	Stage 1
3K4Z-A	3k4z_A	NA	Stage 1
3K6G-A	3k6g_A	NA	Stage 1
3K6T-A	3k6t_A	NA	Stage 1
3K8Z-A	3k8z_A	NA	Stage 1
3KA0-A	3ka0_A	NA	Stage 1
3KCQ-A	3kcq_A	NA	Stage 1
3KEP-A	3kep_A	NA	Stage 1
3KEW-A	3kew_A	NA	Stage 1
3KFQ-A	1fh0_A	NA	Stage 2
3KG5-A	3kg5_A	NA	Stage 1
3KGK-A	3kgk_A	NA	Stage 1
3KI1-A	3ki0_A	NA	Stage 2
3KIJ-A	3kij_A	NA	Stage 1
3KIN-B	3kin_B	NA	Stage 1
3KK8-A	3kk8_A	NA	Stage 1
3KLW-A	3klw_A	NA	Stage 1
3KN6-A	3kn5_A	NA	Stage 2
3KNG-A	3kng_A	NA	Stage 1
3KOZ-A	3kow_A	NA	Stage 2
3KPX-A	3kpx_A	NA	Stage 1
3KRE-A	3kre_A	NA	Stage 1
3KRO-B	3kra_B	NA	Stage 2
3KS7-A	3ks7_A	NA	Stage 1
3KSV-A	3ksv_A	NA	Stage 1
3KUZ-A	3kuz_A	NA	Stage 1
3KXY-A	3kxy_A	NA	Stage 1
3KY7-A	3ky7_A	NA	Stage 1
3KZO-A	3kzc_A	NA	Stage 2
3L0O-A	3l0o_A	NA	Stage 1
3L1Z-B	2kre_A	NA	Stage 2
3L2O-B	3l2o_B	NA	Stage 1
3L6V-A	3l6v_A	NA	Stage 1
3L7G-A	3l24_A	NA	Stage 2
3L7K-A	3l7j_A	NA	Stage 2
3L82-B	3l82_B	NA	Stage 1
3L88-A	3l88_A	NA	Stage 1
3L8M-A	3l8m_A	NA	Stage 1
3LA8-A	3la8_A	NA	Stage 1
3LC3-A	1rfn_A	NA	Stage 2
3LDH-A	3ldh_A	NA	Stage 1
3LEV-A	3les_A	NA	Stage 2
3LEZ-A	3lez_A	NA	Stage 1
3LG2-A	3lg2_A	NA	Stage 1
3LGC-A	3lgc_A	NA	Stage 1
3LJC-A	3ljc_A	NA	Stage 1
3LJQ-A	3ljq_A	NA	Stage 1
3LJS-A	3ljs_A	NA	Stage 1
3LK7-A	3lk7_A	NA	Stage 1
3LLO-A	3llo_A	NA	Stage 1
3LN8-A	3ljd_A	NA	Stage 2
3LNB-A	3lnb_A	NA	Stage 1
3LNC-A	3lnc_A	NA	Stage 1
3LOD-A	3lod_A	NA	Stage 1
3LOR-A	3lor_A	NA	Stage 1
3LP6-A	3lp6_A	NA	Stage 1
3LQA-G	3lqa_G	NA	Stage 1
3LRI-A	3lri_A	NA	Stage 1
3LUY-A	3luy_A	NA	Stage 1
3LVD-A	3lvc_A	0.9874	Stage 3
3LWB-A	3lwb_A	NA	Stage 1
3LX8-A	3lx5_A	NA	Stage 2
3LXX-A	3lxx_A	NA	Stage 1
3LZ8-A	3lz8_A	NA	Stage 1
3M0C-C	3m0c_C	NA	Stage 1
3M0D-C	3m0d_C	NA	Stage 1
3M3P-A	3m3p_A	NA	Stage 1
3M42-A	3kga_A	NA	Stage 2
3M4P-A	3m4p_A	NA	Stage 1
3M7V-A	3m7v_A	NA	Stage 1
3M84-A	3m84_A	NA	Stage 1
3M8C-A	3m8c_A	NA	Stage 1
3M94-A	3m93_A	NA	Stage 2
3MAE-A	3mae_A	NA	Stage 1
3MBR-X	3mbr_X	NA	Stage 1
3MCA-B	3mca_B	NA	Stage 1
3MCD-A	3ku7_A	NA	Stage 2
3MD2-A	3md2_A	NA	Stage 1
3MDQ-A	3mdq_A	NA	Stage 1
3ME5-A	3me5_A	NA	Stage 1
3MEW-A	3mew_A	NA	Stage 1
3MJ9-A	3mj6_A	NA	Stage 2
3MKO-A	3mko_A	NA	Stage 1
3MND-A	3mnd_A	NA	Stage 1
3MNM-A	3mnm_A	NA	Stage 1
3MPZ-A	3mpz_A	NA	Stage 1
3MR7-A	3mr7_A	NA	Stage 1
3MTN-A	3mtn_A	NA	Stage 1
3MTW-A	3mtw_A	NA	Stage 1
3MUD-C	3mtu_A	NA	Stage 2
3MVK-A	3mvk_A	NA	Stage 1
3MVN-A	3mvn_A	NA	Stage 1
3MWB-A	3mwb_A	NA	Stage 1
3MWC-A	3mwc_A	NA	Stage 1
3MWQ-A	3mwq_A	NA	Stage 1
3MWS-A	3mws_A	NA	Stage 1
3MXL-A	3mxl_A	NA	Stage 1
3MXU-A	3mxu_A	NA	Stage 1
3MY0-A	3my0_A	NA	Stage 1
3MY2-A	3my2_A	NA	Stage 1
3MYR-A	3myr_A	NA	Stage 1
3MZ1-A	3mz1_A	NA	Stage 1
3MZ2-A	3mz2_A	NA	Stage 1
3N0I-A	1uxa_A	NA	Stage 2
3N18-A	3n18_A	NA	Stage 1
3N1K-A	3n1h_A	NA	Stage 2
3N28-A	3n28_A	NA	Stage 1
3N2C-A	3feq_A	NA	Stage 2
3N53-A	3n53_A	NA	Stage 1
3N54-B	3n54_B	NA	Stage 1
3N5B-A	3n5b_A	NA	Stage 1
3N5M-A	3n5m_A	NA	Stage 1
3N6Q-A	3n6q_A	NA	Stage 1
3N72-A	3n72_A	NA	Stage 1
3N75-A	3n75_A	NA	Stage 1
3N77-A	3n77_A	NA	Stage 1
3N9T-A	3n9t_A	NA	Stage 1
3NA0-C	3na0_C	NA	Stage 1
3NAP-B	3nap_B	NA	Stage 1
3NDZ-E	3ndy_E	NA	Stage 2
3NEQ-A	3neq_A	NA	Stage 1
3NF1-A	3nf1_A	NA	Stage 1
3NGW-A	3ngw_A	NA	Stage 1
3NGY-A	3ngy_A	NA	Stage 1
3NHB-A	3nh6_A	NA	Stage 2
3NI8-A	3ni8_A	NA	Stage 1
3NIP-A	3nip_A	NA	Stage 1
3NNH-A	3nnh_A	NA	Stage 1
3NPH-B	3nph_B	NA	Stage 1
3NQX-A	3nqx_A	NA	Stage 1
3NRE-A	3nre_A	NA	Stage 1
3NRZ-A	3etr_A	NA	Stage 2
3NUM-A	3num_A	NA	Stage 1
3NVA-A	3nva_A	NA	Stage 1
3NVV-B	3nvv_B	NA	Stage 1
3NWC-A	3nwc_A	NA	Stage 1
3NXB-A	3nxb_A	NA	Stage 1
3NXK-A	3nxk_A	NA	Stage 1
3NZW-L	1g0u_L	NA	Stage 2
3O0A-A	3o0a_A	NA	Stage 1
3O0J-A	3o0j_A	NA	Stage 1
3O15-A	3o15_A	NA	Stage 1
3O4I-A	3o4h_A	NA	Stage 2
3O55-A	3o55_A	NA	Stage 1
3O8E-A	3exv_A	NA	Stage 2
3O8V-A	3kuf_A	NA	Stage 2
3OA2-A	3oa2_A	NA	Stage 1
3OA6-A	3oa6_A	NA	Stage 1
3OAN-A	3oan_A	NA	Stage 1
